text,primary_intent
"How much is the final project worth for the grade?",assignment_query
"What percentage of the grade is homework?",assignment_query
"Is there a separate grade for participation assignments?",assignment_query
"Is there a reflection assignment in this class?",assignment_query
"Do we have to submit anything on the learning platform tonight?",assignment_query
"Is the quiz counted as an assignment or an exam?",assignment_query
"Is the coding exercise due before or after lecture?",assignment_query
"Is there a draft submission before the final project deadline?",assignment_query
"When is the next problem set due?",assignment_query
"Yo when is that hw due for cs 575 I forgot",assignment_query
"Bro do we have any assignment due this week",assignment_query
"When is pset 2 due I lost track",assignment_query
"Is project deadline this Friday or next",assignment_query
"Are we supposed to upload the report tonight or tomorrow",assignment_query
"Do we need to turn in anything for lab today",assignment_query
"Is homework due at midnight or before class",assignment_query
"Is there any graded work due after break",assignment_query
"Is the assignment online only or do we print it",assignment_query
"Lowkey confused about the deadline when is assignment 3 due",assignment_query
"Can you remind me about the alert for low attendance?",alert_query
"Will I get a notification if my attendance is too low?",alert_query
"Do I receive alerts when I am missing assignments?",alert_query
"Can the system warn me if a deadline is coming soon?",alert_query
"Do I get a reminder before the homework is due?",alert_query
"Can you send me an alert when the exam date is near?",alert_query
"Is there a way to get notified if class is cancelled?",alert_query
"Can I receive an alert if the room changes?",alert_query
"Will I be alerted if a new announcement is posted?",alert_query
"Can you notify me about important course updates?",alert_query
"Can you remind me a day before each assignment deadline?",alert_query
"Can I get a warning if I am failing a class?",alert_query
"Do I get alerts if there are new grades posted?",alert_query
"Can you ping me when office hours start?",alert_query
"Can you notify me if an event is about to start?",alert_query
"Can I get a reminder before orientation begins?",alert_query
"Can you send me a reminder for tomorrow's lecture?",alert_query
"Can the system alert me about registration deadlines?",alert_query
"Do I get notified about add drop deadlines?",alert_query
"Can you remind me when it's time to register for classes?",alert_query
"Can you notify me about scholarship deadlines?",alert_query
"Can I get alerts for campus safety warnings?",alert_query
"Do I get notifications for weather related closures?",alert_query
"Can you send an alert if the university closes early?",alert_query
"Will I be notified if an exam time changes?",alert_query
"Can you remind me about my advisor appointment?",alert_query
"Can you remind me an hour before my lab starts?",alert_query
"Can I set a reminder for project check in meetings?",alert_query
"Can I get an alert when the grade for the midterm is posted?",alert_query
"Can I get notified when the final grades are released?",alert_query
"Yo can you remind me before my hw is due",alert_query
"Can you ping me when exam is like tomorrow",alert_query
"Please send me a heads up if class gets cancelled",alert_query
"Can I get a text if the room changes last minute",alert_query
"Hey remind me about that event tonight",alert_query
"Can you warn me if my attendance is too low lol",alert_query
"Please alert me if any deadline is super close",alert_query
"Can you notify me if a new assignment drops",alert_query
"Send me a reminder before office hours start pls",alert_query
"Can I get an alert when registration opens up",alert_query
"Will it rain in Boston today?",weather
"Do I need an umbrella for campus today?",weather
"What is the weather like in Boston right now?",weather
"Is it going to snow near campus tomorrow?",weather
"How cold will it be tonight around campus?",weather
"Is it going to be very windy at school today?",weather
"Will it be hot during the afternoon on campus?",weather
"Is there any chance of thunderstorms this evening?",weather
"Is it safe to walk to class or is there a storm coming?",weather
"Will the temperature drop a lot after sunset?",weather
"Is it going to be icy on the way to campus tomorrow?",weather
"Is there heavy rain expected during my commute?",weather
"Do I need a jacket for class tonight?",weather
"Is it going to be humid during the day?",weather
"Is there a heatwave warning near campus?",weather
"Is there any weather alert I should know about?",weather
"Will it be sunny during lunchtime around the university?",weather
"Is it likely to snow later this week?",weather
"Is there fog expected in the morning?",weather
"Will the roads be slippery because of snow or ice?",weather
"Is it going to rain during my walk back from class?",weather
"Is there a risk of thunderstorms this afternoon?",weather
"Should I bring a raincoat for the day?",weather
"Is it going to be very cold in the morning before class?",weather
"Do I need gloves and a hat for tomorrow morning?",weather
"Will it be nice enough to hang out outside after class?",weather
"Is it going to be cloudy or sunny today?",weather
"How hot is it going to get this afternoon?",weather
"Is there a chance of snow on the weekend?",weather
"Is the weather okay for biking to campus today?",weather
"Is there a severe weather warning for our area?",weather
"Is there a storm coming through Boston tonight?",weather
"Will classes be affected by snow tomorrow?",weather
"Is the wind going to be strong later today?",weather
"Is it safe to walk outside or is there a storm warning?",weather
"Is it going to be really hot during the day?",weather
"Is it going to cool down by the time class ends?",weather
"Yo is it raining outside right now",weather
"Do I gotta carry an umbrella today fr",weather
"Is it freezing out there or nah",weather
"Is the weather trash today or can I walk to class",weather
"Am I gonna get soaked walking to campus",weather
"Is it like super hot outside I am dying",weather
"Is it snowing rn near campus",weather
"Do I need a big jacket or is a hoodie enough",weather
"Is the wind crazy today or chill",weather
"Is it safe to bike to class or is it icy",weather
"Will it rain by the time I am done with class",weather
"Is the weather okay for walking back late tonight",weather
"Is it super humid today I hate this",weather
"Is the heat unbearable or just normal",weather
"Is the storm hitting our area today",weather
"Are we getting snow this weekend lol",weather
"Is the campus likely to close because of snow",weather
"Is there thunder and lightning happening right now",weather
"Is the air quality okay today",weather
"Is it super foggy outside this morning",weather
"Is it going to be sunny enough to sit outside",weather
"Does it look like rain during lunchtime",weather
"Should I wear boots because of the weather",weather
"Do I need a hat and gloves for the walk",weather
"Is it chilly enough to need a coat",weather
"Is there a big storm later I should know about",weather
"Is the weather bad enough to cancel class",weather
"Is it too windy to use an umbrella lol",weather
"Is it snowing a lot or just a little",weather
"Is it going to get colder tonight after class",weather
"Is there any flooding expected near campus",weather
"Is it going to be super sunny this afternoon",weather
"Is there lightning expected later in the evening",weather
"Is it going to be mild or cold all day",weather
"Is the temperature dropping quickly tonight",weather
"Is it going to stay warm after sunset",weather
"Is the weather okay for wearing shorts today",weather
"Will it be cold in the morning and warm later",weather
"Is the wind chill really bad this morning",weather
"Is there a snowstorm on the way this week",weather
"Is there any ice on the sidewalks near campus",weather
"Is the rain going to last all day",weather
"Is there a break in the rain this afternoon",weather
"Is it really stormy out or just light rain",weather
"Is the weather fine for going out tonight",weather
"Is there a lot of fog near campus tonight",weather
"Is it super cold in the evening lately",weather
"Is the weather nicer tomorrow than today",weather
"Do I need sunscreen for walking around campus",weather
"Is it going to be overcast all day today",weather
"Is there a risk of hail later on",weather
"Is the heat index high today",weather
"Is there any snow left on the ground near campus",weather
"Do we have class today for CS 575?",schedule_query
"Is lecture still happening after the holiday?",schedule_query
"Are we meeting on campus this Friday?",schedule_query
"Is CS 575 meeting in person or online today?",schedule_query
"Where is class held this week?",schedule_query
"What room is our class in for CS 535?",schedule_query
"Do we still have class after the schedule change?",schedule_query
"When does CS 575 start tomorrow?",schedule_query
"What time does our lecture begin on Mondays?",schedule_query
"Is there class during exam week?",schedule_query
"Do we follow Monday schedule this Thursday?",schedule_query
"When is our next in-person class?",schedule_query
"Is there a makeup class scheduled next week?",schedule_query
"What time is the discussion session today?",schedule_query
"When does lab meet on Fridays?",schedule_query
"Is class cancelled because of weather?",schedule_query
"Is our lecture moved to Zoom today?",schedule_query
"When is the first class after break?",schedule_query
"What’s the class schedule for CS 575 this semester?",schedule_query
"Do we have recitation this week?",schedule_query
"When is our earliest class on Tuesday?",schedule_query
"What building is lecture in today?",schedule_query
"When exactly does class end for CS 575?",schedule_query
"Is class starting late today?",schedule_query
"Do we have an evening class this Wednesday?",schedule_query
"When is the very last class of the semester?",schedule_query
"Is lab before or after lecture today?",schedule_query
"When is our next class meeting?",schedule_query
"Do we have a session today or is it canceled?",schedule_query
"What time do we meet tomorrow morning?",schedule_query
"lol do we have class today or no",schedule_query
"we even meeting for lecture tday??",schedule_query
"yo is class happening rn or cancelled",schedule_query
"bro what time is cs575 class again 💀",schedule_query
"is today class online or irl??",schedule_query
"do we have to go to campus for class fr",schedule_query
"when’s class omg i forgot again",schedule_query
"class at 2 or 3??? help",schedule_query
"cs575 meeting today or did prof cancel lol",schedule_query
"r we having lecture after the snowstorm??",schedule_query
"was class moved or at same time??",schedule_query
"are we following friday schedule today??",schedule_query
"yo when tf is class I legit forgot",schedule_query
"is recitation happening today or nah",schedule_query
"are we meeting in the same building tmrw",schedule_query
"is lecture shifted to a new room??",schedule_query
"when exactly r we supposed to show up",schedule_query
"is there a session today or is it optional",schedule_query





